column1,column2,column3,column4,column5,column6,column7,column8,column9
LocID,Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
840,United States of America,1960,15-19,15,5,6956.779,6764.958,13721.737
826,United Kingdom,1959,15-19,15,5,1769.038,1748.993,3518.031
840,United States of America,1959,15-19,15,5,6664.071,6498.159,13162.23
826,United Kingdom,1958,15-19,15,5,1725.134,1713.114,3438.248
840,United States of America,1958,15-19,15,5,6400.07,6261.287,12661.357
826,United Kingdom,1957,15-19,15,5,1697.172,1689.933,3387.105
840,United States of America,1957,15-19,15,5,6160.073,6046.976,12207.049
826,United Kingdom,1956,15-19,15,5,1675.862,1670.767,3346.629
840,United States of America,1956,15-19,15,5,5939.867,5851.687,11791.554
826,United Kingdom,1955,15-19,15,5,1650.999,1648.567,3299.566
840,United States of America,1955,15-19,15,5,5734.871,5680.138,11415.009
826,United Kingdom,1954,15-19,15,5,1638.025,1638.077,3276.102
840,United States of America,1954,15-19,15,5,5602.349,5573.824,11176.173
826,United Kingdom,1953,15-19,15,5,1618.844,1631.691,3250.535
840,United States of America,1953,15-19,15,5,5530.383,5509.128,11039.511
826,United Kingdom,1952,15-19,15,5,1590.064,1628.904,3218.968
840,United States of America,1952,15-19,15,5,5519.486,5481.587,11001.073
826,United Kingdom,1951,15-19,15,5,1559.537,1631.933,3191.47
840,United States of America,1951,15-19,15,5,5567.166,5492.261,11059.427
826,United Kingdom,1950,15-19,15,5,1544.205,1647.656,3191.861
840,United States of America,1950,15-19,15,5,5667.77,5549.266,11217.036
826,United Kingdom,1950,20-24,20,5,1682.143,1762.065,3444.208
840,United States of America,1950,20-24,20,5,6104.795,6144.93,12249.725
826,United Kingdom,1951,20-24,20,5,1636.338,1716.9,3353.238
840,United States of America,1951,20-24,20,5,5981.26,6009.029,11990.289
826,United Kingdom,1952,20-24,20,5,1610.95,1686.975,3297.925
840,United States of America,1952,20-24,20,5,5840.944,5874.998,11715.942
826,United Kingdom,1953,20-24,20,5,1598.84,1663.996,3262.836
840,United States of America,1953,20-24,20,5,5676.966,5747.758,11424.724
826,United Kingdom,1954,20-24,20,5,1595.917,1644.044,3239.961
840,United States of America,1954,20-24,20,5,5510.183,5640.814,11150.997
826,United Kingdom,1955,20-24,20,5,1598.505,1627.443,3225.948
840,United States of America,1955,20-24,20,5,5372.172,5564.184,10936.356
826,United Kingdom,1956,20-24,20,5,1609.693,1624.748,3234.441
840,United States of America,1956,20-24,20,5,5411.714,5537.225,10948.939
826,United Kingdom,1957,20-24,20,5,1618.047,1626.067,3244.114
840,United States of America,1957,20-24,20,5,5476.982,5542.743,11019.725
826,United Kingdom,1958,20-24,20,5,1623.501,1633.5,3257.001
840,United States of America,1958,20-24,20,5,5552.056,5587.455,11139.511
826,United Kingdom,1959,20-24,20,5,1629.497,1647.417,3276.914
840,United States of America,1959,20-24,20,5,5636.301,5671.325,11307.626
826,United Kingdom,1960,20-24,20,5,1640.831,1666.925,3307.756
840,United States of America,1960,20-24,20,5,5741.275,5787.865,11529.14
826,United Kingdom,1961,20-24,20,5,1665.572,1682.231,3347.803
840,United States of America,1961,20-24,20,5,5921.512,5933.274,11854.786
826,United Kingdom,1962,20-24,20,5,1692.515,1698.193,3390.708
840,United States of America,1962,20-24,20,5,6139.182,6123.852,12263.034
826,United Kingdom,1963,20-24,20,5,1720.141,1717.897,3438.038
840,United States of America,1963,20-24,20,5,6380.754,6363.05,12743.804
826,United Kingdom,1964,20-24,20,5,1752.882,1747.288,3500.17
840,United States of America,1964,20-24,20,5,6641.306,6646.228,13287.534
826,United Kingdom,1965,20-24,20,5,1796.578,1789.662,3586.24
840,United States of America,1965,20-24,20,5,6924.998,6960.259,13885.257
826,United Kingdom,1966,20-24,20,5,1864.597,1843.828,3708.425
840,United States of America,1966,20-24,20,5,7278.517,7270.488,14549.005
826,United Kingdom,1967,20-24,20,5,1953.998,1921.45,3875.448
840,United States of America,1967,20-24,20,5,7604.853,7607.222,15212.075
826,United Kingdom,1968,20-24,20,5,2044.985,2006.828,4051.813
840,United States of America,1968,20-24,20,5,7865.596,7958.128,15823.724
826,United Kingdom,1969,20-24,20,5,2110.215,2073.17,4183.385
840,United States of America,1969,20-24,20,5,8063.04,8297.462,16360.502
826,United Kingdom,1970,20-24,20,5,2135.617,2102.754,4238.371
840,United States of America,1970,20-24,20,5,8241.105,8603.567,16844.672
826,United Kingdom,1971,20-24,20,5,2129.617,2088.986,4218.603
840,United States of America,1971,20-24,20,5,8646.458,8884.863,17531.321
826,United Kingdom,1972,20-24,20,5,2086.754,2037.336,4124.09
840,United States of America,1972,20-24,20,5,9042.5,9115.902,18158.402
826,United Kingdom,1973,20-24,20,5,2024.43,1967.251,3991.681
840,United States of America,1973,20-24,20,5,9394.203,9318.169,18712.372
826,United Kingdom,1974,20-24,20,5,1970.519,1908.368,3878.887
840,United States of America,1974,20-24,20,5,9688.444,9519.793,19208.237
826,United Kingdom,1975,20-24,20,5,1942.085,1878.268,3820.353
840,United States of America,1975,20-24,20,5,9936.888,9732.027,19668.915
826,United Kingdom,1976,20-24,20,5,1929.661,1865.692,3795.353
840,United States of America,1976,20-24,20,5,10155.679,9932.525,20088.204
826,United Kingdom,1977,20-24,20,5,1940.243,1876.724,3816.967
840,United States of America,1977,20-24,20,5,10374.176,10140.577,20514.753
826,United Kingdom,1978,20-24,20,5,1973.076,1910.003,3883.079
840,United States of America,1978,20-24,20,5,10583.413,10343.094,20926.507
826,United Kingdom,1979,20-24,20,5,2022.378,1959.048,3981.426
840,United States of America,1979,20-24,20,5,10769.983,10511.146,21281.129
826,United Kingdom,1980,20-24,20,5,2082.255,2017.513,4099.768
840,United States of America,1980,20-24,20,5,10929.571,10621.793,21551.364
826,United Kingdom,1981,20-24,20,5,2141.69,2077.682,4219.372
840,United States of America,1981,20-24,20,5,11059.731,10676.462,21736.193
826,United Kingdom,1982,20-24,20,5,2213.304,2151.453,4364.757
840,United States of America,1982,20-24,20,5,11145.614,10677.692,21823.306
826,United Kingdom,1983,20-24,20,5,2289.237,2231.037,4520.274
840,United States of America,1983,20-24,20,5,11170.399,10630.02,21800.419
826,United Kingdom,1984,20-24,20,5,2355.838,2302.22,4658.058
840,United States of America,1984,20-24,20,5,11124.275,10538.547,21662.822
826,United Kingdom,1985,20-24,20,5,2402.756,2353.286,4756.042
840,United States of America,1985,20-24,20,5,11014.22,10407.366,21421.586
826,United Kingdom,1986,20-24,20,5,2417.318,2370.34,4787.658
840,United States of America,1986,20-24,20,5,10848.198,10213.536,21061.734
826,United Kingdom,1987,20-24,20,5,2410.828,2365.966,4776.794
840,United States of America,1987,20-24,20,5,10645.24,9992.769,20638.009
826,United Kingdom,1988,20-24,20,5,2385.783,2343.387,4729.17
840,United States of America,1988,20-24,20,5,10427.914,9772.578,20200.492
826,United Kingdom,1989,20-24,20,5,2347.129,2307.56,4654.689
840,United States of America,1989,20-24,20,5,10219.829,9576.474,19796.303
826,United Kingdom,1990,20-24,20,5,2299.08,2261.408,4560.488
840,United States of America,1990,20-24,20,5,10034.894,9413.108,19448.002
826,United Kingdom,1991,20-24,20,5,2243.686,2206.792,4450.478
840,United States of America,1991,20-24,20,5,9839.093,9271.306,19110.399
826,United Kingdom,1992,20-24,20,5,2177.941,2141.756,4319.697
840,United States of America,1992,20-24,20,5,9651.026,9146.569,18797.595
826,United Kingdom,1993,20-24,20,5,2105.894,2070.971,4176.865
840,United States of America,1993,20-24,20,5,9488.676,9047.286,18535.962
826,United Kingdom,1994,20-24,20,5,2033.158,2000.851,4034.009
840,United States of America,1994,20-24,20,5,9367.901,8977.973,18345.874
826,United Kingdom,1995,20-24,20,5,1963.857,1935.447,3899.304
840,United States of America,1995,20-24,20,5,9301.096,8942.136,18243.232
826,United Kingdom,1996,20-24,20,5,1906.608,1885.343,3791.951
840,United States of America,1996,20-24,20,5,9335.915,8990.659,18326.574
826,United Kingdom,1997,20-24,20,5,1851.969,1839.364,3691.333
840,United States of America,1997,20-24,20,5,9409.485,9064.998,18474.483
826,United Kingdom,1998,20-24,20,5,1804.419,1799.918,3604.337
840,United States of America,1998,20-24,20,5,9503.109,9149.967,18653.076
826,United Kingdom,1999,20-24,20,5,1770.059,1770.844,3540.903
840,United States of America,1999,20-24,20,5,9601.626,9237.436,18839.062
826,United Kingdom,1999,25-29,25,5,2066.523,2089.202,4155.725
840,United States of America,1999,25-29,25,5,9779.889,9500.968,19280.857
826,United Kingdom,1998,25-29,25,5,2124.228,2141.621,4265.849
840,United States of America,1998,25-29,25,5,9809.331,9479.776,19289.107
826,United Kingdom,1997,25-29,25,5,2180.495,2195.231,4375.726
840,United States of America,1997,25-29,25,5,9859.851,9481.952,19341.803
826,United Kingdom,1996,25-29,25,5,2231.552,2245.991,4477.543
840,United States of America,1996,25-29,25,5,9947.517,9533.986,19481.503
826,United Kingdom,1995,25-29,25,5,2274.758,2289.891,4564.649
840,United States of America,1995,25-29,25,5,10085.195,9648.487,19733.682
826,United Kingdom,1994,25-29,25,5,2316.095,2328.209,4644.304
840,United States of America,1994,25-29,25,5,10303.113,9821.214,20124.327
826,United Kingdom,1993,25-29,25,5,2348.84,2357.478,4706.318
840,United States of America,1993,25-29,25,5,10524.842,10011.835,20536.677
826,United Kingdom,1992,25-29,25,5,2369.368,2374.576,4743.944
840,United States of America,1992,25-29,25,5,10718.004,10194.724,20912.728
826,United Kingdom,1991,25-29,25,5,2371.737,2374.082,4745.819
840,United States of America,1991,25-29,25,5,10858.078,10347.63,21205.708
826,United Kingdom,1990,25-29,25,5,2352.16,2352.321,4704.481
840,United States of America,1990,25-29,25,5,10946.788,10468.975,21415.763
826,United Kingdom,1989,25-29,25,5,2313.512,2308.895,4622.407
840,United States of America,1989,25-29,25,5,11076.662,10639.049,21715.711
826,United Kingdom,1988,25-29,25,5,2250.173,2240.889,4491.062
840,United States of America,1988,25-29,25,5,11168.723,10770.777,21939.5
826,United Kingdom,1987,25-29,25,5,2171.279,2157.387,4328.666
840,United States of America,1987,25-29,25,5,11206.027,10841.126,22047.153
826,United Kingdom,1986,25-29,25,5,2093.107,2074.358,4167.465
840,United States of America,1986,25-29,25,5,11181.852,10842.82,22024.672
826,United Kingdom,1985,25-29,25,5,2027.855,2003.581,4031.436
840,United States of America,1985,25-29,25,5,11103.074,10788.64,21891.714
826,United Kingdom,1984,25-29,25,5,1976.253,1946.278,3922.531
840,United States of America,1984,25-29,25,5,10956.027,10701.664,21657.691
826,United Kingdom,1983,25-29,25,5,1935.401,1900.505,3835.906
840,United States of America,1983,25-29,25,5,10754.07,10558.56,21312.63
826,United Kingdom,1982,25-29,25,5,1907.834,1869.757,3777.591
840,United States of America,1982,25-29,25,5,10512.262,10365.294,20877.556
826,United Kingdom,1981,25-29,25,5,1898.272,1859.174,3757.446
840,United States of America,1981,25-29,25,5,10253.359,10143.287,20396.646
826,United Kingdom,1980,25-29,25,5,1909.482,1870.642,3780.124
840,United States of America,1980,25-29,25,5,9998.052,9917.118,19915.17
826,United Kingdom,1979,25-29,25,5,1942.842,1901.543,3844.385
840,United States of America,1979,25-29,25,5,9769.704,9713.342,19483.046
826,United Kingdom,1978,25-29,25,5,2003.636,1960.196,3963.832
840,United States of America,1978,25-29,25,5,9541.973,9508.552,19050.525
826,United Kingdom,1977,25-29,25,5,2072.39,2027.585,4099.975
840,United States of America,1977,25-29,25,5,9298.302,9285.539,18583.841
826,United Kingdom,1976,25-29,25,5,2119.833,2074.563,4194.396
840,United States of America,1976,25-29,25,5,9028.275,9026.532,18054.807
826,United Kingdom,1975,25-29,25,5,2128.278,2083.085,4211.363
840,United States of America,1975,25-29,25,5,8743.624,8731.439,17475.063
826,United Kingdom,1974,25-29,25,5,2098.441,2057.465,4155.906
840,United States of America,1974,25-29,25,5,8353.144,8412.527,16765.671
826,United Kingdom,1973,25-29,25,5,2032.025,1994.891,4026.916
840,United States of America,1973,25-29,25,5,7977.746,8060.359,16038.105
826,United Kingdom,1972,25-29,25,5,1944.341,1909.75,3854.091
840,United States of America,1972,25-29,25,5,7644.726,7685.021,15329.747
826,United Kingdom,1971,25-29,25,5,1860.899,1827.31,3688.209
840,United States of America,1971,25-29,25,5,7355.234,7311.017,14666.251
826,United Kingdom,1970,25-29,25,5,1797.795,1763.765,3561.56
840,United States of America,1970,25-29,25,5,7093.585,6962.465,14056.05
826,United Kingdom,1969,25-29,25,5,1748.138,1719.169,3467.307
840,United States of America,1969,25-29,25,5,6828.088,6687.512,13515.6
826,United Kingdom,1968,25-29,25,5,1717.548,1693.464,3411.012
840,United States of America,1968,25-29,25,5,6555.631,6442.161,12997.792
826,United Kingdom,1967,25-29,25,5,1702.955,1681.137,3384.092
840,United States of America,1967,25-29,25,5,6309.889,6221.932,12531.821
826,United Kingdom,1966,25-29,25,5,1695.528,1673.264,3368.792
840,United States of America,1966,25-29,25,5,6109.381,6025.599,12134.98
826,United Kingdom,1965,25-29,25,5,1689.233,1664.978,3354.211
840,United States of America,1965,25-29,25,5,5955.12,5858.32,11813.44
826,United Kingdom,1964,25-29,25,5,1671.176,1648.823,3319.999
840,United States of America,1964,25-29,25,5,5837.705,5739.895,11577.6
826,United Kingdom,1963,25-29,25,5,1656.429,1634.035,3290.464
840,United States of America,1963,25-29,25,5,5756.552,5661.541,11418.093
826,United Kingdom,1962,25-29,25,5,1649.227,1623.116,3272.343
840,United States of America,1962,25-29,25,5,5717.642,5619.852,11337.494
826,United Kingdom,1961,25-29,25,5,1650.912,1619.44,3270.352
840,United States of America,1961,25-29,25,5,5717.867,5616,11333.867
826,United Kingdom,1960,25-29,25,5,1659.251,1624.234,3283.485
840,United States of America,1960,25-29,25,5,5749.333,5651.619,11400.952
826,United Kingdom,1959,25-29,25,5,1654.433,1631.129,3285.562
840,United States of America,1959,25-29,25,5,5752.89,5713.899,11466.789
826,United Kingdom,1958,25-29,25,5,1652.043,1644.812,3296.855
840,United States of America,1958,25-29,25,5,5792.845,5809.224,11602.069
826,United Kingdom,1957,25-29,25,5,1658.586,1666.477,3325.063
840,United States of America,1957,25-29,25,5,5879.104,5923.415,11802.519
826,United Kingdom,1956,25-29,25,5,1677.361,1696.479,3373.84
840,United States of America,1956,25-29,25,5,5995.296,6036.932,12032.228
826,United Kingdom,1955,25-29,25,5,1705.056,1732.101,3437.157
840,United States of America,1955,25-29,25,5,6111.444,6136.105,12247.549
826,United Kingdom,1954,25-29,25,5,1746.041,1782.086,3528.127
840,United States of America,1954,25-29,25,5,6220.208,6243.337,12463.545
826,United Kingdom,1953,25-29,25,5,1801.412,1842.673,3644.085
840,United States of America,1953,25-29,25,5,6296.82,6335.966,12632.786
826,United Kingdom,1952,25-29,25,5,1858.099,1901.278,3759.377
840,United States of America,1952,25-29,25,5,6349.817,6405.165,12754.982
826,United Kingdom,1951,25-29,25,5,1899.83,1941.979,3841.809
840,United States of America,1951,25-29,25,5,6384.557,6445.993,12830.55
826,United Kingdom,1950,25-29,25,5,1925.062,1962.711,3887.773
840,United States of America,1950,25-29,25,5,6407.134,6464.906,12872.04
826,United Kingdom,1950,30-34,30,5,1723.696,1774.405,3498.101
840,United States of America,1950,30-34,30,5,6044.505,6098.963,12143.468
826,United Kingdom,1951,30-34,30,5,1726.312,1777.654,3503.966
840,United States of America,1951,30-34,30,5,6106.529,6163.167,12269.696
826,United Kingdom,1952,30-34,30,5,1770.083,1817.949,3588.032
840,United States of America,1952,30-34,30,5,6198.754,6256.849,12455.603
826,United Kingdom,1953,30-34,30,5,1828.884,1871.66,3700.544
840,United States of America,1953,30-34,30,5,6295.443,6355.877,12651.32
826,United Kingdom,1954,30-34,30,5,1872.73,1910.355,3783.085
840,United States of America,1954,30-34,30,5,6369.575,6431.123,12800.698
826,United Kingdom,1955,30-34,30,5,1886.9,1919.126,3806.026
840,United States of America,1955,30-34,30,5,6407.476,6465.197,12872.673
826,United Kingdom,1956,30-34,30,5,1882.927,1908.893,3791.82
840,United States of America,1956,30-34,30,5,6415.425,6467.544,12882.969
826,United Kingdom,1957,30-34,30,5,1846.765,1867.019,3713.784
840,United States of America,1957,30-34,30,5,6389.512,6433.196,12822.708
826,United Kingdom,1958,30-34,30,5,1793.931,1807.8,3601.731
840,United States of America,1958,30-34,30,5,6332.537,6370.974,12703.511
826,United Kingdom,1959,30-34,30,5,1745.696,1750.731,3496.427
840,United States of America,1959,30-34,30,5,6257.682,6292.309,12549.991
826,United Kingdom,1960,30-34,30,5,1714.42,1706.844,3421.264
840,United States of America,1960,30-34,30,5,6183.4,6203.938,12387.338
826,United Kingdom,1961,30-34,30,5,1690.107,1673.831,3363.938
840,United States of America,1961,30-34,30,5,6098.147,6091.018,12189.165
826,United Kingdom,1962,30-34,30,5,1678.099,1650.154,3328.253
840,United States of America,1962,30-34,30,5,6021.279,5969.915,11991.194
826,United Kingdom,1963,30-34,30,5,1673.642,1633.98,3307.622
840,United States of America,1963,30-34,30,5,5956.268,5852.772,11809.04
826,United Kingdom,1964,30-34,30,5,1670.304,1622.082,3292.386
840,United States of America,1964,30-34,30,5,5905.36,5755.121,11660.481
826,United Kingdom,1965,30-34,30,5,1666.533,1613.54,3280.073
840,United States of America,1965,30-34,30,5,5872.3,5687.943,11560.243
826,United Kingdom,1966,30-34,30,5,1658.359,1607.365,3265.724
840,United States of America,1966,30-34,30,5,5838.299,5659.878,11498.177
826,United Kingdom,1967,30-34,30,5,1654.736,1607.852,3262.588
840,United States of America,1967,30-34,30,5,5832.015,5668.16,11500.175
826,United Kingdom,1968,30-34,30,5,1655.035,1612.215,3267.25
840,United States of America,1968,30-34,30,5,5866.341,5716.656,11582.997
826,United Kingdom,1969,30-34,30,5,1658.772,1617.708,3276.48
840,United States of America,1969,30-34,30,5,5950.743,5804.211,11754.954
826,United Kingdom,1970,30-34,30,5,1666.328,1623.795,3290.123
840,United States of America,1970,30-34,30,5,6087.607,5926.118,12013.725
826,United Kingdom,1971,30-34,30,5,1676.191,1636.987,3313.178
840,United States of America,1971,30-34,30,5,6234.407,6077.518,12311.925
826,United Kingdom,1972,30-34,30,5,1685.531,1647.781,3333.312
840,United States of America,1972,30-34,30,5,6425.417,6271.209,12696.626
826,United Kingdom,1973,30-34,30,5,1700.165,1661.871,3362.036
840,United States of America,1973,30-34,30,5,6659.59,6514.819,13174.409
826,United Kingdom,1974,30-34,30,5,1728.991,1688.918,3417.909
840,United States of America,1974,30-34,30,5,6930.706,6808.2,13738.906
826,United Kingdom,1975,30-34,30,5,1776.231,1733.964,3510.195
840,United States of America,1975,30-34,30,5,7236.45,7140.476,14376.926
826,United Kingdom,1976,30-34,30,5,1840.214,1799.595,3639.809
840,United States of America,1976,30-34,30,5,7447.866,7458.11,14905.976
826,United Kingdom,1977,30-34,30,5,1923.226,1884.656,3807.882
840,United States of America,1977,30-34,30,5,7715.328,7819.436,15534.764
826,United Kingdom,1978,30-34,30,5,2009.148,1972.555,3981.703
840,United States of America,1978,30-34,30,5,8051.251,8212.704,16263.955
826,United Kingdom,1979,30-34,30,5,2072.227,2037.335,4109.562
840,United States of America,1979,30-34,30,5,8426.42,8603.44,17029.86
826,United Kingdom,1980,30-34,30,5,2096.954,2063.841,4160.795
840,United States of America,1980,30-34,30,5,8794.381,8957.883,17752.264
826,United Kingdom,1981,30-34,30,5,2085.956,2057.516,4143.472
840,United States of America,1981,30-34,30,5,9104.977,9232.577,18337.554
826,United Kingdom,1982,30-34,30,5,2036.406,2011.34,4047.746
840,United States of America,1982,30-34,30,5,9378.111,9465.233,18843.344
826,United Kingdom,1983,30-34,30,5,1966.471,1942.311,3908.782
840,United States of America,1983,30-34,30,5,9637.005,9681.122,19318.127
826,United Kingdom,1984,30-34,30,5,1905.176,1880.209,3785.385
840,United States of America,1984,30-34,30,5,9904.835,9905.498,19810.333
826,United Kingdom,1985,30-34,30,5,1870.451,1845.046,3715.497
840,United States of America,1985,30-34,30,5,10183.058,10140.347,20323.405
826,United Kingdom,1986,30-34,30,5,1858.625,1839.166,3697.791
840,United States of America,1986,30-34,30,5,10412.17,10330.878,20743.048
826,United Kingdom,1987,30-34,30,5,1870.574,1858.82,3729.394
840,United States of America,1987,30-34,30,5,10630.616,10528.356,21158.972
826,United Kingdom,1988,30-34,30,5,1903.37,1899.68,3803.05
840,United States of America,1988,30-34,30,5,10837.169,10729.813,21566.982
826,United Kingdom,1989,30-34,30,5,1949.915,1953.637,3903.552
840,United States of America,1989,30-34,30,5,11014.258,10904.748,21919.006
826,United Kingdom,1990,30-34,30,5,2004.154,2014.652,4018.806
840,United States of America,1990,30-34,30,5,11140.973,11017.463,22158.436
826,United Kingdom,1991,30-34,30,5,2069.151,2083.95,4153.101
840,United States of America,1991,30-34,30,5,11221.205,11045.103,22266.308
826,United Kingdom,1992,30-34,30,5,2142.89,2162.229,4305.119
840,United States of America,1992,30-34,30,5,11277.222,11029.506,22306.728
826,United Kingdom,1993,30-34,30,5,2215.731,2239.648,4455.379
840,United States of America,1993,30-34,30,5,11318.983,10992.051,22311.034
826,United Kingdom,1994,30-34,30,5,2275.408,2303.74,4579.148
840,United States of America,1994,30-34,30,5,11341.008,10945.453,22286.461
826,United Kingdom,1995,30-34,30,5,2315.071,2347.647,4662.718
840,United States of America,1995,30-34,30,5,11322.221,10882.477,22204.698
826,United Kingdom,1996,30-34,30,5,2338.265,2373.979,4712.244
840,United States of America,1996,30-34,30,5,11178.289,10732.815,21911.104
826,United Kingdom,1997,30-34,30,5,2346.161,2383.93,4730.091
840,United States of America,1997,30-34,30,5,11006.241,10562.31,21568.551
826,United Kingdom,1998,30-34,30,5,2341.575,2379.763,4721.338
840,United States of America,1998,30-34,30,5,10825.695,10385.006,21210.701
826,United Kingdom,1999,30-34,30,5,2327.288,2364.884,4692.172
840,United States of America,1999,30-34,30,5,10659.294,10224.008,20883.302
826,United Kingdom,1999,35-39,35,5,2258.364,2303.931,4562.295
840,United States of America,1999,35-39,35,5,11505.12,11209.017,22714.137
826,United Kingdom,1998,35-39,35,5,2196.611,2238.244,4434.855
840,United States of America,1998,35-39,35,5,11501.305,11241.537,22742.842
826,United Kingdom,1997,35-39,35,5,2124.427,2161.907,4286.334
840,United States of America,1997,35-39,35,5,11442.029,11229.045,22671.074
826,United Kingdom,1996,35-39,35,5,2052.841,2086.611,4139.452
840,United States of America,1996,35-39,35,5,11347.392,11183.393,22530.785
826,United Kingdom,1995,35-39,35,5,1990.725,2021.013,4011.738
840,United States of America,1995,35-39,35,5,11232.998,11111.93,22344.928
826,United Kingdom,1994,35-39,35,5,1936.648,1961.897,3898.545
840,United States of America,1994,35-39,35,5,11043.15,10977.087,22020.237
826,United Kingdom,1993,35-39,35,5,1890.648,1910.59,3801.238
840,United States of America,1993,35-39,35,5,10827.955,10800.603,21628.558
826,United Kingdom,1992,35-39,35,5,1857.902,1872.594,3730.496
840,United States of America,1992,35-39,35,5,10590.889,10587.142,21178.031
826,United Kingdom,1991,35-39,35,5,1844.54,1854.479,3699.019
840,United States of America,1991,35-39,35,5,10348.595,10361.145,20709.74
826,United Kingdom,1990,35-39,35,5,1853.214,1859.116,3712.33
840,United States of America,1990,35-39,35,5,10118.461,10147.751,20266.212
826,United Kingdom,1989,35-39,35,5,1885.692,1885.628,3771.32
840,United States of America,1989,35-39,35,5,9884.694,9948.055,19832.749
826,United Kingdom,1988,35-39,35,5,1943.252,1939.869,3883.121
840,United States of America,1988,35-39,35,5,9650.294,9751.02,19401.314
826,United Kingdom,1987,35-39,35,5,2008.004,2003.985,4011.989
840,United States of America,1987,35-39,35,5,9390.662,9528.54,18919.202
826,United Kingdom,1986,35-39,35,5,2053.156,2049.501,4102.657
840,United States of America,1986,35-39,35,5,9082.406,9257.538,18339.944
826,United Kingdom,1985,35-39,35,5,2063.304,2058.879,4122.183
840,United States of America,1985,35-39,35,5,8725.454,8940.506,17665.96
826,United Kingdom,1984,35-39,35,5,2039.111,2029.018,4068.129
840,United States of America,1984,35-39,35,5,8366.09,8621.163,16987.253
826,United Kingdom,1983,35-39,35,5,1977.68,1960.622,3938.302
840,United States of America,1983,35-39,35,5,7963.132,8267.956,16231.088
826,United Kingdom,1982,35-39,35,5,1893.46,1870.546,3764.006
840,United States of America,1982,35-39,35,5,7534.648,7886.82,15421.468
826,United Kingdom,1981,35-39,35,5,1811.533,1785.388,3596.921
840,United States of America,1981,35-39,35,5,7127.582,7503.76,14631.342
826,United Kingdom,1980,35-39,35,5,1748.512,1721.378,3469.89
840,United States of America,1980,35-39,35,5,6783.284,7147.012,13930.296
826,United Kingdom,1979,35-39,35,5,1702.352,1673.706,3376.058
840,United States of America,1979,35-39,35,5,6597.794,6841.145,13438.939
826,United Kingdom,1978,35-39,35,5,1673.569,1643.959,3317.528
840,United States of America,1978,35-39,35,5,6455.339,6568.213,13023.552
826,United Kingdom,1977,35-39,35,5,1658.39,1628.058,3286.448
840,United States of America,1977,35-39,35,5,6316.283,6323.38,12639.663
826,United Kingdom,1976,35-39,35,5,1648.34,1616.838,3265.178
840,United States of America,1976,35-39,35,5,6167.977,6108.924,12276.901
826,United Kingdom,1975,35-39,35,5,1637.706,1604.177,3241.883
840,United States of America,1975,35-39,35,5,6033.841,5933.424,11967.265
826,United Kingdom,1974,35-39,35,5,1630.285,1594.315,3224.6
840,United States of America,1974,35-39,35,5,5921.792,5803.413,11725.205
826,United Kingdom,1973,35-39,35,5,1625.659,1586.636,3212.295
840,United States of America,1973,35-39,35,5,5853.548,5722.11,11575.658
826,United Kingdom,1972,35-39,35,5,1623.796,1582.533,3206.329
840,United States of America,1972,35-39,35,5,5816.615,5682.095,11498.71
826,United Kingdom,1971,35-39,35,5,1625.194,1583.674,3208.868
840,United States of America,1971,35-39,35,5,5801.83,5678.018,11479.848
826,United Kingdom,1970,35-39,35,5,1630.203,1590.624,3220.827
840,United States of America,1970,35-39,35,5,5808.766,5707.236,11516.002
826,United Kingdom,1969,35-39,35,5,1640.891,1604.326,3245.217
840,United States of America,1969,35-39,35,5,5862.5,5768.507,11631.007
826,United Kingdom,1968,35-39,35,5,1652.797,1620.57,3273.367
840,United States of America,1968,35-39,35,5,5943.033,5864.28,11807.313
826,United Kingdom,1967,35-39,35,5,1667.283,1641.13,3308.413
840,United States of America,1967,35-39,35,5,6030.811,5979.359,12010.17
826,United Kingdom,1966,35-39,35,5,1687.801,1668.845,3356.646
840,United States of America,1966,35-39,35,5,6110.418,6093.971,12204.389
826,United Kingdom,1965,35-39,35,5,1716.686,1705.168,3421.854
840,United States of America,1965,35-39,35,5,6177.502,6195.401,12372.903
826,United Kingdom,1964,35-39,35,5,1747.301,1744.614,3491.915
840,United States of America,1964,35-39,35,5,6250.313,6293.284,12543.597
826,United Kingdom,1963,35-39,35,5,1788.09,1793.09,3581.18
840,United States of America,1963,35-39,35,5,6318.991,6375.716,12694.707
826,United Kingdom,1962,35-39,35,5,1829.791,1841.114,3670.905
840,United States of America,1962,35-39,35,5,6373.06,6435.458,12808.518
826,United Kingdom,1961,35-39,35,5,1858.228,1874.653,3732.881
840,United States of America,1961,35-39,35,5,6402.425,6466.306,12868.731
826,United Kingdom,1960,35-39,35,5,1865.239,1886.03,3751.269
840,United States of America,1960,35-39,35,5,6403.171,6465.724,12868.895
826,United Kingdom,1959,35-39,35,5,1845.506,1875.432,3720.938
840,United States of America,1959,35-39,35,5,6359.795,6426.427,12786.222
826,United Kingdom,1958,35-39,35,5,1798.574,1836.983,3635.557
840,United States of America,1958,35-39,35,5,6284.862,6351.442,12636.304
826,United Kingdom,1957,35-39,35,5,1738.383,1785.028,3523.411
840,United States of America,1957,35-39,35,5,6193.068,6254.498,12447.566
826,United Kingdom,1956,35-39,35,5,1688.813,1743.446,3432.259
840,United States of America,1956,35-39,35,5,6104.275,6157.517,12261.792
