LocID,Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
840,United States of America,2013,14-Oct,10,5,10616.177,10157.634,20773.811
826,United Kingdom,2014,14-Oct,10,5,1813.704,1730.966,3544.67
840,United States of America,2014,14-Oct,10,5,10608.942,10148.526,20757.468
826,United Kingdom,2015,14-Oct,10,5,1814.028,1731.045,3545.073
840,United States of America,2015,14-Oct,10,5,10604.77,10142.353,20747.123
826,United Kingdom,2016,14-Oct,10,5,1843.85,1761.365,3605.215
840,United States of America,2016,14-Oct,10,5,10666.243,10204.844,20871.087
826,United Kingdom,2017,14-Oct,10,5,1886.842,1803.969,3690.811
840,United States of America,2017,14-Oct,10,5,10728.13,10266.805,20994.935
826,United Kingdom,2018,14-Oct,10,5,1937.454,1853.333,3790.787
840,United States of America,2018,14-Oct,10,5,10782.022,10319.646,21101.668
826,United Kingdom,2019,14-Oct,10,5,1985.332,1899.294,3884.626
840,United States of America,2019,14-Oct,10,5,10805.817,10341.652,21147.469
826,United Kingdom,2020,14-Oct,10,5,2022.37,1933.97,3956.34
840,United States of America,2020,14-Oct,10,5,10777.513,10311.974,21089.487
826,United Kingdom,2021,14-Oct,10,5,2060.297,1969.542,4029.839
840,United States of America,2021,14-Oct,10,5,10744.178,10283.863,21028.041
826,United Kingdom,2022,14-Oct,10,5,2088,1995.178,4083.178
840,United States of America,2022,14-Oct,10,5,10658.446,10204.178,20862.624
826,United Kingdom,2023,14-Oct,10,5,2106.382,2011.712,4118.094
840,United States of America,2023,14-Oct,10,5,10533.941,10085.431,20619.372
826,United Kingdom,2024,14-Oct,10,5,2115.962,2019.716,4135.678
840,United States of America,2024,14-Oct,10,5,10400.473,9956.197,20356.67
826,United Kingdom,2025,14-Oct,10,5,2115.617,2018.284,4133.901
840,United States of America,2025,14-Oct,10,5,10285.877,9843.776,20129.653
826,United Kingdom,2026,14-Oct,10,5,2110.987,2013.914,4124.901
840,United States of America,2026,14-Oct,10,5,10234.707,9801.903,20036.61
826,United Kingdom,2027,14-Oct,10,5,2095.3,1998.97,4094.27
840,United States of America,2027,14-Oct,10,5,10196.729,9770.732,19967.461
826,United Kingdom,2028,14-Oct,10,5,2071.226,1975.967,4047.193
840,United States of America,2028,14-Oct,10,5,10168.615,9746.33,19914.945
